"subject"	"activity_label"
0.13587336	"LAYING"
0.13592038	"WALKING_UPSTAIRS"
0.1360427	"WALKING_DOWNSTAIRS"
0.13613957	"WALKING_DOWNSTAIRS"
0.13622696	"WALKING_UPSTAIRS"
0.13669746	"WALKING_UPSTAIRS"
0.13672978	"WALKING_UPSTAIRS"
0.13719152	"WALKING_DOWNSTAIRS"
0.13729358	"WALKING_DOWNSTAIRS"
0.13735329	"WALKING_DOWNSTAIRS"
0.13756918	"WALKING_DOWNSTAIRS"
0.13771755	"WALKING_DOWNSTAIRS"
0.13775962	"WALKING"
0.13786712	"WALKING_DOWNSTAIRS"
0.13805939	"WALKING_UPSTAIRS"
0.138144	"WALKING_DOWNSTAIRS"
0.13816232	"WALKING_DOWNSTAIRS"
0.13841741	"WALKING_DOWNSTAIRS"
0.13869448	"WALKING_DOWNSTAIRS"
0.13899026	"WALKING_DOWNSTAIRS"
0.13927421	"WALKING_DOWNSTAIRS"
0.13959502	"WALKING_UPSTAIRS"
0.13964611	"WALKING_UPSTAIRS"
0.14028257	"WALKING_UPSTAIRS"
0.14057459	"WALKING_DOWNSTAIRS"
0.14085877	"WALKING_UPSTAIRS"
0.14103679	"WALKING_UPSTAIRS"
0.14125904	"WALKING_DOWNSTAIRS"
0.14131155	"WALKING_UPSTAIRS"
0.14143066	"WALKING_DOWNSTAIRS"
0.14146674	"WALKING_DOWNSTAIRS"
0.14153116	"WALKING_UPSTAIRS"
0.14171884	"WALKING"
0.14175689	"WALKING_DOWNSTAIRS"
0.14197324	"WALKING_DOWNSTAIRS"
0.14209996	"WALKING_DOWNSTAIRS"
0.14271721	"WALKING_UPSTAIRS"
0.14274211	"WALKING_UPSTAIRS"
0.14288778	"WALKING_DOWNSTAIRS"
0.14290926	"WALKING_UPSTAIRS"
0.14310538	"LAYING"
0.14317638	"WALKING_UPSTAIRS"
0.14319011	"SITTING"
0.14354926	"WALKING_UPSTAIRS"
0.14360939	"WALKING_DOWNSTAIRS"
0.14381651	"WALKING_UPSTAIRS"
0.14386939	"WALKING_UPSTAIRS"
0.14414919	"WALKING_UPSTAIRS"
0.14425234	"WALKING_UPSTAIRS"
0.14445463	"WALKING_DOWNSTAIRS"
0.1444642	"WALKING_DOWNSTAIRS"
0.14450396	"SITTING"
0.14474072	"WALKING_UPSTAIRS"
0.14505186	"WALKING_UPSTAIRS"
0.14593973	"WALKING_UPSTAIRS"
0.14625723	"LAYING"
0.14683845	"WALKING_DOWNSTAIRS"
0.14714555	"WALKING_UPSTAIRS"
0.14721181	"WALKING"
0.14747651	"WALKING"
0.14761585	"WALKING_DOWNSTAIRS"
0.14829727	"WALKING_DOWNSTAIRS"
0.14838783	"WALKING_UPSTAIRS"
0.14842824	"WALKING_UPSTAIRS"
0.14872361	"SITTING"
0.14957067	"WALKING_DOWNSTAIRS"
0.14963576	"LAYING"
0.14976175	"WALKING_DOWNSTAIRS"
0.14993721	"WALKING_DOWNSTAIRS"
0.14996732	"WALKING_UPSTAIRS"
0.15153105	"WALKING_DOWNSTAIRS"
0.15157776	"WALKING_UPSTAIRS"
0.15172996	"WALKING_DOWNSTAIRS"
0.15183443	"WALKING_DOWNSTAIRS"
0.15191489	"WALKING_DOWNSTAIRS"
0.15193168	"WALKING_DOWNSTAIRS"
0.15219011	"WALKING_DOWNSTAIRS"
0.1522448	"WALKING_UPSTAIRS"
0.15241797	"WALKING_UPSTAIRS"
0.15280558	"WALKING_DOWNSTAIRS"
0.15294903	"WALKING"
0.15334488	"WALKING_DOWNSTAIRS"
0.15362719	"WALKING_UPSTAIRS"
0.15364839	"WALKING_UPSTAIRS"
0.15366105	"WALKING_DOWNSTAIRS"
0.15369714	"WALKING_DOWNSTAIRS"
0.15374449	"WALKING_DOWNSTAIRS"
0.15385242	"WALKING_DOWNSTAIRS"
0.15389471	"WALKING_UPSTAIRS"
0.15415589	"WALKING_UPSTAIRS"
0.15439416	"WALKING_DOWNSTAIRS"
0.15444322	"WALKING_DOWNSTAIRS"
0.1546883	"WALKING"
0.15471459	"WALKING_DOWNSTAIRS"
0.15491386	"WALKING_DOWNSTAIRS"
0.1549789	"WALKING_DOWNSTAIRS"
0.15526365	"WALKING_DOWNSTAIRS"
0.15528646	"WALKING_UPSTAIRS"
0.15539158	"WALKING_UPSTAIRS"
0.15560717	"WALKING_DOWNSTAIRS"
0.15592739	"WALKING_DOWNSTAIRS"
0.1559852	"WALKING_UPSTAIRS"
0.15615571	"WALKING_UPSTAIRS"
0.15618659	"WALKING"
0.15656444	"WALKING_DOWNSTAIRS"
0.15676269	"WALKING_UPSTAIRS"
0.15681168	"WALKING_DOWNSTAIRS"
0.15693683	"WALKING"
0.15716985	"WALKING_DOWNSTAIRS"
0.15751906	"WALKING_UPSTAIRS"
0.15783838	"WALKING_UPSTAIRS"
0.15789429	"WALKING_DOWNSTAIRS"
0.15801556	"WALKING_UPSTAIRS"
0.15810088	"WALKING_UPSTAIRS"
0.15810684	"WALKING_UPSTAIRS"
0.15826707	"LAYING"
0.15851651	"WALKING_UPSTAIRS"
0.15857432	"WALKING_UPSTAIRS"
0.15890499	"WALKING_UPSTAIRS"
0.15912994	"WALKING_UPSTAIRS"
0.15919574	"WALKING_DOWNSTAIRS"
0.15940435	"WALKING_UPSTAIRS"
0.15947631	"WALKING_DOWNSTAIRS"
0.16007475	"WALKING_DOWNSTAIRS"
0.16016873	"WALKING_DOWNSTAIRS"
0.16050705	"WALKING_DOWNSTAIRS"
0.16067755	"WALKING_DOWNSTAIRS"
0.16085356	"WALKING_UPSTAIRS"
0.16088695	"WALKING_UPSTAIRS"
0.16123973	"WALKING_UPSTAIRS"
0.16160096	"WALKING_UPSTAIRS"
0.16160986	"WALKING_UPSTAIRS"
0.16168791	"WALKING_DOWNSTAIRS"
0.16175682	"WALKING_DOWNSTAIRS"
0.16198735	"WALKING_DOWNSTAIRS"
0.16231004	"WALKING_DOWNSTAIRS"
0.1624076	"LAYING"
0.16240781	"SITTING"
0.16241983	"SITTING"
0.16251295	"LAYING"
0.16257425	"WALKING"
0.16263217	"WALKING"
0.16266798	"WALKING_UPSTAIRS"
0.16278092	"WALKING_UPSTAIRS"
0.162889	"WALKING_DOWNSTAIRS"
0.16337412	"WALKING_DOWNSTAIRS"
0.16391074	"WALKING_UPSTAIRS"
0.16393082	"WALKING_UPSTAIRS"
0.16422959	"WALKING_DOWNSTAIRS"
0.16430905	"SITTING"
0.16431791	"WALKING_DOWNSTAIRS"
0.1643324	"WALKING_DOWNSTAIRS"
0.1643847	"WALKING_DOWNSTAIRS"
0.16442857	"WALKING_UPSTAIRS"
0.16444582	"WALKING"
0.16453599	"LAYING"
0.16453897	"WALKING_UPSTAIRS"
0.16459829	"WALKING_UPSTAIRS"
0.16490726	"WALKING_DOWNSTAIRS"
0.16491265	"WALKING_UPSTAIRS"
0.16496565	"WALKING_DOWNSTAIRS"
0.16503216	"WALKING_UPSTAIRS"
0.16511734	"WALKING_UPSTAIRS"
0.16514018	"WALKING_UPSTAIRS"
0.16551251	"WALKING_DOWNSTAIRS"
0.16569055	"WALKING_UPSTAIRS"
0.16569547	"WALKING"
0.16572588	"WALKING_DOWNSTAIRS"
0.16573909	"WALKING_UPSTAIRS"
0.16603143	"WALKING_UPSTAIRS"
0.1660384	"WALKING_DOWNSTAIRS"
0.16608325	"LAYING"
0.16640903	"WALKING_UPSTAIRS"
0.16646184	"LAYING"
0.16652003	"SITTING"
0.16655269	"WALKING_DOWNSTAIRS"
0.16655551	"SITTING"
0.16674291	"WALKING_UPSTAIRS"
0.16684079	"WALKING_DOWNSTAIRS"
0.1669136	"WALKING_DOWNSTAIRS"
0.16696572	"WALKING_DOWNSTAIRS"
0.16764246	"WALKING_DOWNSTAIRS"
0.16803166	"WALKING"
0.16830274	"WALKING"
0.16831268	"WALKING_DOWNSTAIRS"
0.168419	"WALKING_UPSTAIRS"
0.16862589	"WALKING_DOWNSTAIRS"
0.1686636	"WALKING_DOWNSTAIRS"
0.16867959	"WALKING"
0.1691376	"LAYING"
0.1694432	"WALKING_UPSTAIRS"
0.16956215	"WALKING"
0.16982864	"WALKING_DOWNSTAIRS"
0.1698748	"WALKING_DOWNSTAIRS"
0.17002478	"WALKING_UPSTAIRS"
0.170082	"WALKING_UPSTAIRS"
0.1702975	"LAYING"
0.17034926	"WALKING_DOWNSTAIRS"
0.17051862	"WALKING_UPSTAIRS"
0.17053751	"WALKING_UPSTAIRS"
0.17056846	"WALKING_UPSTAIRS"
0.17073838	"WALKING_UPSTAIRS"
0.17074896	"WALKING_UPSTAIRS"
0.17099688	"WALKING_UPSTAIRS"
0.17102592	"WALKING_UPSTAIRS"
0.17110988	"LAYING"
0.17119582	"WALKING_UPSTAIRS"
0.17124891	"WALKING_UPSTAIRS"
0.1713487	"WALKING_DOWNSTAIRS"
0.17139425	"WALKING_UPSTAIRS"
0.17176011	"WALKING_UPSTAIRS"
0.17194263	"WALKING"
0.17198007	"WALKING_DOWNSTAIRS"
0.1721003	"WALKING"
0.17210322	"WALKING_UPSTAIRS"
0.17214596	"WALKING_UPSTAIRS"
0.17218004	"WALKING_DOWNSTAIRS"
0.17256086	"WALKING_UPSTAIRS"
0.17263554	"WALKING_UPSTAIRS"
0.17290917	"WALKING_UPSTAIRS"
0.17297289	"WALKING_UPSTAIRS"
0.17329742	"WALKING_UPSTAIRS"
0.17331223	"WALKING_UPSTAIRS"
0.17376172	"SITTING"
0.17376905	"LAYING"
0.17385418	"WALKING_DOWNSTAIRS"
0.17390644	"WALKING_UPSTAIRS"
0.17400407	"WALKING"
0.17402448	"WALKING_UPSTAIRS"
0.17420476	"WALKING_DOWNSTAIRS"
0.17423799	"WALKING_UPSTAIRS"
0.17444077	"WALKING_UPSTAIRS"
0.17444228	"WALKING_DOWNSTAIRS"
0.17453971	"WALKING_DOWNSTAIRS"
0.17462376	"WALKING_DOWNSTAIRS"
0.17466861	"WALKING"
0.17469853	"WALKING"
0.17470369	"WALKING_UPSTAIRS"
0.17489386	"WALKING_UPSTAIRS"
0.17497654	"WALKING"
0.17507914	"WALKING_UPSTAIRS"
0.17510626	"WALKING_UPSTAIRS"
0.17543173	"WALKING_UPSTAIRS"
0.17564039	"WALKING_UPSTAIRS"
0.17596171	"WALKING_DOWNSTAIRS"
0.17617081	"LAYING"
0.17659603	"WALKING_DOWNSTAIRS"
0.17665828	"WALKING_UPSTAIRS"
0.17677724	"WALKING_UPSTAIRS"
0.17696686	"WALKING"
0.17706121	"WALKING_UPSTAIRS"
0.17738195	"LAYING"
0.1775628	"WALKING_DOWNSTAIRS"
0.17766532	"WALKING_DOWNSTAIRS"
0.17768732	"WALKING"
0.17771029	"WALKING_UPSTAIRS"
0.17779382	"WALKING_DOWNSTAIRS"
0.17779799	"WALKING_DOWNSTAIRS"
0.17784931	"WALKING_DOWNSTAIRS"
0.17786334	"LAYING"
0.17805985	"SITTING"
0.17810839	"WALKING_DOWNSTAIRS"
0.17812721	"WALKING_UPSTAIRS"
0.17816497	"WALKING_UPSTAIRS"
0.17856694	"WALKING_DOWNSTAIRS"
0.17892621	"LAYING"
0.17910207	"LAYING"
0.17910807	"WALKING_UPSTAIRS"
0.1791572	"WALKING_UPSTAIRS"
0.17917476	"WALKING_UPSTAIRS"
0.17920383	"WALKING_UPSTAIRS"
0.17921646	"WALKING_DOWNSTAIRS"
0.17938622	"WALKING_UPSTAIRS"
0.17944734	"WALKING_DOWNSTAIRS"
0.17955558	"WALKING_UPSTAIRS"
0.17965126	"WALKING_DOWNSTAIRS"
0.17984498	"WALKING_UPSTAIRS"
0.17985359	"WALKING_DOWNSTAIRS"
0.17991522	"WALKING_UPSTAIRS"
0.17993953	"WALKING_UPSTAIRS"
0.18015059	"WALKING_DOWNSTAIRS"
0.1801943	"WALKING"
0.18038232	"WALKING_DOWNSTAIRS"
0.18039614	"WALKING_UPSTAIRS"
0.18047854	"LAYING"
0.1806231	"WALKING"
0.18082048	"WALKING"
0.18086902	"WALKING_UPSTAIRS"
0.1813668	"WALKING_UPSTAIRS"
0.18136709	"WALKING"
0.18136941	"WALKING_UPSTAIRS"
0.18141447	"WALKING_UPSTAIRS"
0.18146462	"WALKING_UPSTAIRS"
0.18146971	"WALKING_UPSTAIRS"
0.1815036	"WALKING_UPSTAIRS"
0.18155133	"WALKING_UPSTAIRS"
0.18164436	"WALKING_UPSTAIRS"
0.1816777	"WALKING_UPSTAIRS"
0.18181686	"WALKING"
0.18195155	"WALKING_UPSTAIRS"
0.18205836	"WALKING_UPSTAIRS"
0.18207935	"WALKING_DOWNSTAIRS"
0.18208523	"WALKING_DOWNSTAIRS"
0.18214828	"WALKING_UPSTAIRS"
0.18216148	"WALKING"
0.1821957	"WALKING_UPSTAIRS"
0.18224771	"WALKING_UPSTAIRS"
0.18230735	"WALKING_DOWNSTAIRS"
0.1824686	"WALKING_UPSTAIRS"
0.18254241	"WALKING_DOWNSTAIRS"
0.18258296	"WALKING_UPSTAIRS"
0.18274179	"WALKING_DOWNSTAIRS"
0.18300779	"WALKING_UPSTAIRS"
0.18308063	"WALKING"
0.18312961	"WALKING_UPSTAIRS"
0.1832924	"WALKING_UPSTAIRS"
0.18340929	"WALKING"
0.18357982	"WALKING_UPSTAIRS"
0.18359029	"WALKING_UPSTAIRS"
0.18360052	"WALKING_DOWNSTAIRS"
0.18360372	"WALKING_UPSTAIRS"
0.18380282	"WALKING"
0.18399426	"WALKING"
0.18402799	"WALKING"
0.18402989	"WALKING_DOWNSTAIRS"
0.18406817	"WALKING_DOWNSTAIRS"
0.18423629	"WALKING_UPSTAIRS"
0.18424891	"WALKING"
0.18425581	"WALKING"
0.1844141	"WALKING"
0.18446909	"WALKING"
0.18449832	"WALKING"
0.18471141	"WALKING"
0.18485338	"WALKING_DOWNSTAIRS"
0.1848639	"WALKING"
0.18493458	"WALKING_DOWNSTAIRS"
0.18502913	"WALKING_UPSTAIRS"
0.18511461	"WALKING_DOWNSTAIRS"
0.18529287	"WALKING_UPSTAIRS"
0.18530276	"WALKING_DOWNSTAIRS"
0.18547414	"WALKING"
0.18570989	"WALKING_UPSTAIRS"
0.1858199	"WALKING_DOWNSTAIRS"
0.1859431	"WALKING"
0.18594631	"WALKING_DOWNSTAIRS"
0.18595573	"WALKING"
0.18649749	"WALKING"
0.18669801	"WALKING"
0.18677291	"WALKING_UPSTAIRS"
0.18690031	"WALKING"
0.18707075	"WALKING_DOWNSTAIRS"
0.18710156	"WALKING_UPSTAIRS"
0.18721882	"WALKING_UPSTAIRS"
0.18722202	"WALKING"
0.18736199	"WALKING_UPSTAIRS"
0.18741915	"WALKING"
0.18748729	"WALKING_DOWNSTAIRS"
0.18751103	"LAYING"
0.18757721	"WALKING_DOWNSTAIRS"
0.18768	"WALKING_UPSTAIRS"
0.18773885	"WALKING_UPSTAIRS"
0.18791975	"WALKING"
0.18812342	"WALKING_UPSTAIRS"
0.18814225	"WALKING_UPSTAIRS"
0.18817546	"WALKING_DOWNSTAIRS"
0.18825276	"WALKING_UPSTAIRS"
0.18837158	"WALKING"
0.18843063	"WALKING"
0.18851078	"WALKING_DOWNSTAIRS"
0.18861068	"WALKING_DOWNSTAIRS"
0.18889779	"WALKING_UPSTAIRS"
0.18895351	"STANDING"
0.18902193	"WALKING_DOWNSTAIRS"
0.18906578	"SITTING"
0.18910878	"WALKING"
0.18928225	"WALKING_DOWNSTAIRS"
0.18944069	"WALKING_UPSTAIRS"
0.18948124	"WALKING_UPSTAIRS"
0.18961848	"WALKING"
0.18965016	"WALKING"
0.18985623	"WALKING_UPSTAIRS"
0.19014289	"SITTING"
0.19020338	"WALKING_DOWNSTAIRS"
0.1902231	"WALKING"
0.19050003	"STANDING"
0.19058591	"WALKING_UPSTAIRS"
0.19060765	"WALKING"
0.19065763	"WALKING"
0.19079141	"WALKING"
0.19080388	"WALKING_DOWNSTAIRS"
0.19084787	"WALKING_UPSTAIRS"
0.19088975	"WALKING_UPSTAIRS"
0.19099079	"WALKING_UPSTAIRS"
0.19100831	"SITTING"
0.19108755	"WALKING_UPSTAIRS"
0.19112791	"WALKING_UPSTAIRS"
0.19156832	"WALKING_UPSTAIRS"
0.19163174	"WALKING"
0.19164473	"WALKING_DOWNSTAIRS"
0.19174597	"WALKING_DOWNSTAIRS"
0.19180006	"WALKING_UPSTAIRS"
0.19184361	"WALKING_DOWNSTAIRS"
0.19187299	"WALKING"
0.19202015	"WALKING_UPSTAIRS"
0.192209	"WALKING_DOWNSTAIRS"
0.19227459	"WALKING_UPSTAIRS"
0.19231393	"WALKING_DOWNSTAIRS"
0.19239073	"WALKING_DOWNSTAIRS"
0.19253133	"WALKING_UPSTAIRS"
0.19257942	"WALKING_DOWNSTAIRS"
0.19263592	"WALKING_DOWNSTAIRS"
0.19270076	"WALKING"
0.19272627	"WALKING_UPSTAIRS"
0.19277768	"LAYING"
0.19282696	"WALKING_DOWNSTAIRS"
0.19290966	"WALKING_UPSTAIRS"
0.19304071	"WALKING"
0.19317016	"WALKING"
0.19321561	"WALKING_UPSTAIRS"
0.19344778	"WALKING"
0.19347461	"WALKING"
0.193572	"WALKING_UPSTAIRS"
0.1937673	"WALKING_UPSTAIRS"
0.19378201	"WALKING_DOWNSTAIRS"
0.19390401	"SITTING"
0.19400086	"WALKING_DOWNSTAIRS"
0.19403481	"WALKING"
0.19408808	"WALKING"
0.19410573	"WALKING_UPSTAIRS"
0.19427105	"WALKING_DOWNSTAIRS"
0.19436057	"WALKING"
0.1944208	"WALKING_DOWNSTAIRS"
0.19467196	"WALKING_DOWNSTAIRS"
0.19471487	"WALKING"
0.19472621	"WALKING_UPSTAIRS"
0.19477156	"WALKING"
0.19479279	"WALKING"
0.19479704	"WALKING_UPSTAIRS"
0.19486662	"WALKING_UPSTAIRS"
0.19495805	"WALKING"
0.19499673	"WALKING_UPSTAIRS"
0.19500452	"WALKING"
0.19506298	"WALKING_DOWNSTAIRS"
0.19515077	"WALKING"
0.19517945	"WALKING_DOWNSTAIRS"
0.19518889	"WALKING_UPSTAIRS"
0.19526114	"WALKING_UPSTAIRS"
0.19528723	"WALKING"
0.19529214	"WALKING_UPSTAIRS"
0.19534584	"WALKING"
0.1954509	"WALKING_DOWNSTAIRS"
0.19549619	"WALKING"
0.19561549	"WALKING"
0.19581123	"WALKING"
0.19583759	"WALKING_UPSTAIRS"
0.19594646	"WALKING"
0.19596754	"WALKING_DOWNSTAIRS"
0.19601079	"WALKING"
0.19603712	"WALKING_UPSTAIRS"
0.19618648	"WALKING"
0.19621298	"WALKING_UPSTAIRS"
0.19621687	"LAYING"
0.19648111	"WALKING_UPSTAIRS"
0.1965075	"WALKING"
0.19653534	"WALKING_DOWNSTAIRS"
0.19658883	"WALKING_DOWNSTAIRS"
0.19681046	"WALKING_UPSTAIRS"
0.19682966	"LAYING"
0.19686999	"WALKING"
0.19695335	"WALKING_DOWNSTAIRS"
0.19695721	"STANDING"
